序号,桶,桶名,现结论,主题,建议处置,命中规则,在正式名单内,参数摘要
2029,D2,D2 真欠账——需排期评估,部分响应,门急诊与住院业务,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,能够按是否药品、医嘱状态、时间等进行医嘱检索。 +-------------------------------------------------------
2035,D2,D2 真欠账——需排期评估,部分响应,门急诊与住院业务,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,医生浏览门诊预约人数，取号数和未取号数并能进行时间段检索。 +-------------------------------------------------
2039,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,可在线绑定医院信息，选择医生所在的医院，验证HIS工号和密码即可。 +---------------------------------------------
2439,D2,D2 真欠账——需排期评估,部分响应,数据治理与报表指标,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,实现了对指标库的基本维护功能，比如：新增、修改指定的项目、根据条件查询指定的指标库数据以及修改指定的指标库数据列表等。 （3）结构化元素库管理：
2440,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,通过树结构直观展现了全部元素库数据的分类，以及元素库数据之间的关系等等。
2441,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,实现了对元素库数据的详细信息的预览，以及对元素库数据的基本信息进行修改、给指定的元素库新增子类元素库等功能。 （4）病历分类管理：
2442,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,通过树结构直观的展现了当前的全部的病历分类数据及其互相之间的关联，通过对树的操作。
2443,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,实现了对分类的基本信息预览，对病历分类的基本信息修改，以及新增新的分类。 （5）数据源管理：
2444,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,通过树结构直观展现了全部数据源数据的分类，以及数据源的其他属性等等。
2449,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,模板支持具有最小结构化元素，满足文本、数值、复选、单选、多选、日期等结构化录入需求。
2451,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持文档编辑，字符、段落属性设置，页面版式设置，页眉页脚设置，支持特殊符号，支持图文混合性输入，支持矢量绘图和表格。 （2）病历安全
2452,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,"具有病人隐私保护手段，对模板病历中表示患者隐私信息的可设置成""加密显示""。"
2453,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,具备模板授权功能，使用范围为科室或个人的模板，需要授权到科室或个人后才能使用，需要授权的模板在新建的时候自动授权给创建科室或创建人，其他科室或个人如想使用该模板
2456,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,书写病历：使用专用的电子病历编辑器，结构化录入与自由化录入相结合，支持所见即所得。
2458,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,复制/粘贴选择性控制：通过参数控制不同病人的病历内容是否可以互相复制粘贴。
2459,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,导入检查检验：提供电子病历系统与检验、检查、心电、医嘱等系统接口，对接后支持检验、检查结果、心电结果、会诊结论、医嘱、诊断、体征等信息插入到病历当中的任意位置；
2461,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,插入音视频、图片：支持在病历书写过程中在线录制语音、视频，并可进行播放以及插入病历中，同时支持插入图片，图文混合性输入，支持矢量绘图编辑功能。
2467,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,否,支持医学表达式、特殊符号：支持特定医学表达式录入，如：龋齿、月经史、牙科、眼科专用等医学专用公式，同时支持常用的特殊符号，符号支持自定义。
2468,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,病历内容自动引用：病历新增时通过引用数据源自动带出病人已有的数据，如姓名、门诊号等基础信息，同时也可带出其他病历中已有的数据，如将入院记录中的主诉自动带入到首次
