序号,实质性★,重要▲,参数摘要,响应结论,响应说明
3454,,,支持对调解不成功的记录进行诉讼处理，包含诉讼结果、诉讼时间等信息记录。,待复核,初评未匹配，须项目组逐条人工确认
3455,,,支持对诉讼的投诉内容进行赔偿处理，包含赔偿执行时间、执行地点、院方代表、患方代表、第三方机构、患者法律人员等信息。,正偏离/无偏离,平台已实现（详见对应功能模块）
3456,,,支持对处理结果的记录。,待复核,初评未匹配，须项目组逐条人工确认
3457,,,支持对投诉的伦理分析，包含伦理分析的时间、地点、方式、认定记录摘要、责任人相关信息。 **统计分析**,正偏离/无偏离,平台已实现（详见对应功能模块）
3458,,,支持各类统计指标分析，如：护士分类统计、护理排班统计、护理质控统计、护理敏感指标统计、患者信息人数统计、质控合格率统计等。 <!-- -->,正偏离/无偏离,平台已实现（详见对应功能模块）
3459,,,支持护理人员职称学历统计、各科室在职人员统计、护士男女分布统计、护士职称分布统计、护士学历分布统计、护士工作年限分布统计、护士状态分布统计、护士层级分布统计、护士注销率分析、护士离职详细表。 <!-- -->,正偏离/无偏离,平台已实现（详见对应功能模块）
3460,,,支持护理夜班费用统计、工作量分值统计。 **12、护理管理移动端**,正偏离/无偏离,平台已实现（详见对应功能模块）
3461,,,移动端页面支持护理质量检查管理的移动填报，支持在线查看科室排班信息和科室指标统计信息，支持各类排班需求（排班意愿、调班申请、加扣班申请、排班申请、请假登记、改班申请、审批管理）的提交和审批。 <!-- -->,正偏离/无偏离,平台已实现（详见对应功能模块）
3462,,,支持护理质量检查和分析改进表单数量的查看。,正偏离/无偏离,平台已实现（详见对应功能模块）
3463,,,支持质量检查的操作、抽样和随机抽查等内容，如PC端。 <!-- -->,正偏离/无偏离,平台已实现（详见对应功能模块）
3464,,,支持查看科室人员信息，科室人员排班，人员排班数据与PC端同步。,正偏离/无偏离,平台已实现（详见对应功能模块）
3465,,,支持已排班记录的统计查询。,正偏离/无偏离,平台已实现（详见对应功能模块）
3466,,,支持排班需求的处理，包含人员排班意愿申请、调班申请、加扣班申请、排班申请、排班申请、请假登记、改班申请和每种申请的审批管理。 <!-- -->,正偏离/无偏离,平台已实现（详见对应功能模块）
3467,★,,支持可是人员班时、班次和质控信息的统计。 +-------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------,正偏离/无偏离,平台已实现（详见对应功能模块）
3468,,,能够包括科研动态、通知公告、学术动态等内容在内的编辑、发布、展示和附件管理；能够科研信息的展示与附件下载。 +-------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3469,,,"能够新增信息，选择信息类型，可选类型为\""学术动态、通知公告、科研动态\""，当选择\""信息类型\""为\""学术动态\""的时候可选二级类型\""学术讲座\""、\""主办会议\""、\""参加会议\""。 +--------------------------------------------------------------------------------------------------------",待复核,初评未匹配，须项目组逐条人工确认
3470,,,能够首页各类发布信息的分类展示，展示内容按照信息的发布时间倒序查询。 +--------------------------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3471,,,能够科研相关项目的新增，编辑、审核和删除管理；能够科研项目报销的登记和审核管理；科研项目、SCI论文，核心期刊论文、科技奖励、知识产权、专著、知识产权转化、继续教育项目、适宜技术推广项目、学术团体及其专委会任职、人才荣誉情况、第三方科技成果评价、外出参会情况。 +--------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3472,,,能够科研项目的管理，包括科研项目的管理列表，不同状态下的科研项目操作。 +-------------------------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3473,,,"科研项目的登记管理，按照选择和填写项目填写需要的登记信息。其中经费使用情况是非填写项目，经费的总金额为\""项目拨款\""金额，已使用金额为\""报销金额合计\""，剩余金额为\""经费总金额-已使用金额\""。 +--------------------------------------------------------------------------------------------------",正偏离/无偏离,平台已实现（详见对应功能模块）
3474,,,科研项目的列表，可通过项目级别，所属学科，科研项目开始和结束时间，项目名称进行检索和过滤。 +---------------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3475,,,能够按照需要的信息选择并填写论文和期刊的主要内容进行保存。主要填写内容包含期刊类型、题目、第一作者、通讯作者、期刊名称、DOI、附件等资料。 +--------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3476,,,显示SCI论文和核心期刊论文的展示列表，可通过科室、第一作者、课题科目和课题创建时间进行检索和过滤。 +----------------------------------------------------------------------------------------------------------------------------------------------------,正偏离/无偏离,平台已实现（详见对应功能模块）
3477,,,按照需要的信息选择并填写论文和期刊的主要内容进行保存。 +---------------------------------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3478,,,知识产权转化的增删改和审核操作。 +--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3479,,,包括发明专利、实用新型专利、外观设计专利、计算机软件著作专利等相关知识产权专利的管理和录入。 +--------------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3480,,,显示知识产权的主要信息列表，可通过科室和专利名称等内容进行专利的筛选和过滤。 +----------------------------------------------------------------------------------------------------------------------------------------------------------------,正偏离/无偏离,平台已实现（详见对应功能模块）
3481,,,按照需要的信息选择并填写专著的主要内容进行保存。主要填写内容包含专著的图书名称、出版年份、附件、报销情况等。 +------------------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
3482,,,按照需要的信息选择并填写知识产权转化的主要内容进行保存。主要填写内容包含转让项目名称、转让机构、转化经济效益、附件等资料。 +-----------------------------------------------------------------------------------------------------------------------------------------,待复核,初评未匹配，须项目组逐条人工确认
